,indice,r_ambiente,r_usd,r_metros2,r_frente,r_contrafrente,r_expensas,r_garage,r_amenities
113565,105176,,,,,,1.0,1.0,1.0
113567,105177,,,221,,,,,1.0
113568,105178,,90000,,,,,,
113569,105179,,,,1.0,,1.0,,
113570,105180,,,93,,,,,1.0
113571,105181,,,,,,,,1.0
113572,105182,1.0,,,1.0,,1.0,,1.0
113573,105183,1.0,,32,,,,1.0,1.0
113574,105184,,,,1.0,1.0,,,1.0
113575,105185,,85.000,,,,,,
113576,105186,,,80,,,,,
113577,105187,,1.000.000,,,,,,
113578,105188,1.0,,,,,,1.0,1.0
113579,105189,,,,,,,,1.0
113580,105190,,,210,,,,,
113581,105191,,,,1.0,,,1.0,1.0
113582,105192,1.0,,,1.0,,1.0,,1.0
113583,105193,,,,,,,,
113584,105194,,,,,,,,
113585,105195,,,,1.0,,,,1.0
113586,105196,,105.000,,,,,,
113587,105197,1.0,,,,,,1.0,1.0
113588,105198,,160.000,110,1.0,,,,1.0
113589,105199,1.0,,,1.0,,1.0,,1.0
113590,105200,,,,1.0,1.0,,1.0,1.0
113591,105201,,,,1.0,,,,1.0
113592,105202,,,,,,1.0,,
113593,105203,,,12,,,,,1.0
113594,105204,,,,1.0,,,1.0,1.0
113595,105205,,,200,1.0,,,1.0,1.0
113596,105206,,,160,,,,,
113597,105207,,,,1.0,1.0,,,1.0
113598,105208,1.0,,,,,,1.0,1.0
113599,105209,,,170,,,,,1.0
113600,105210,8.0,,,1.0,,,,
113601,105211,,,41,1.0,,,,
113602,105212,,,170,,,,,
113603,105213,,,,,,,1.0,1.0
113604,105214,1.0,,,1.0,,1.0,,1.0
113605,105215,,,941,,,,,1.0
113606,105216,,,,,,,1.0,1.0
113607,105217,,,,1.0,1.0,,,1.0
113608,105218,,,,,,,1.0,1.0
113609,105219,,,66,1.0,1.0,,,
113610,105220,,,,,,,1.0,1.0
113611,105221,,,,,,,1.0,1.0
113612,105222,,,,,,,,
113613,105223,1.0,,,1.0,,1.0,,1.0
113614,105224,,,70,,,,1.0,1.0
113616,105225,,,,1.0,,,1.0,1.0
113617,105226,,,,,,1.0,,
113618,105227,,,,,,,1.0,1.0
113619,105228,,,186,,,,,1.0
113620,105229,,,60,,,,1.0,1.0
113621,105230,,,,1.0,1.0,,,1.0
113622,105231,1.0,,,1.0,,,,1.0
113623,105232,,,,,,,,
113624,105233,,,187,,,,,
113625,105234,,,50,1.0,1.0,,1.0,1.0
113626,105235,1.0,,,1.0,,1.0,,1.0
113627,105236,,,147,,,,,1.0
113628,105237,,,300,,,,,
113629,105238,,122.000,,1.0,1.0,,,
113630,105239,1.0,,,,,,1.0,1.0
113631,105240,,,,1.0,1.0,,1.0,1.0
113632,105241,,,,1.0,1.0,,,
113633,105242,,,,,,,1.0,1.0
113634,105243,,,,,,1.0,,
113635,105244,,,,1.0,,1.0,,
113636,105245,,100000,8800,,,,,
113637,105246,,,242,,,,,1.0
113638,105247,,,,1.0,,,,
113639,105248,,,300,,,,,
113640,105249,,,7,,,,,
113641,105250,,,56,1.0,1.0,,1.0,1.0
113642,105251,,,90,,,,,
113643,105252,,,,,,,,1.0
113644,105253,,,,1.0,,,,
113645,105254,1.0,,,,,,1.0,1.0
113646,105255,,,90,,,1.0,,1.0
113647,105256,,,820,,,,,1.0
113648,105257,2.0,,,,,1.0,,
113649,105258,,,,1.0,1.0,,1.0,1.0
113650,105259,,,,1.0,,,1.0,1.0
113651,105260,,,350,,,,,
113652,105261,,,,,,,1.0,1.0
113653,105262,1.0,,,1.0,1.0,1.0,,1.0
113654,105263,,,,,,,1.0,1.0
113655,105264,,,25,,,,,
113656,105265,,,160,,,,1.0,1.0
113657,105266,,,,,,,,
113658,105267,1.0,,,,,,1.0,1.0
113659,105268,,,900,,,,,1.0
113660,105269,,,49,1.0,1.0,,,
113661,105270,1.0,,,,,,,
113662,105271,,,,1.0,,,,
113663,105272,,,,,,,1.0,1.0
113664,105273,,,350,,,,,
113665,105274,,,,,,,,
113666,105275,,,,,,,,1.0
113667,105276,1.0,,,1.0,1.0,1.0,,1.0
113668,105277,1.0,,,,,,1.0,1.0
113669,105278,,,200,,,,,1.0
113670,105279,,,,,,,,
113671,105280,,,929,,,,,
113672,105281,,,45,1.0,,,,
113674,105282,3.0,,120,,,,1.0,1.0
113675,105283,2.0,,,1.0,,1.0,1.0,1.0
113676,105284,,,230,,,,,1.0
113678,105285,3.0,,120,,,,1.0,1.0
113679,105286,,,,,,,1.0,1.0
113680,105287,1.0,,,1.0,1.0,1.0,,1.0
113681,105288,1.0,,,,,,1.0,1.0
113682,105289,,,982,,,,,
113683,105290,,,250,,,,,
113684,105291,,,,1.0,,,,
113685,105292,,,,,,,,1.0
113686,105293,1.0,,,1.0,,,,
113687,105294,,,,,,,,1.0
113688,105295,,,,1.0,,,1.0,1.0
113690,105296,2.0,,,,,1.0,1.0,1.0
113691,105297,,,,,,,,
113692,105298,1.0,,,1.0,,1.0,,1.0
113693,105299,,,,,,,1.0,1.0
113694,105300,,,,,,,,1.0
113695,105301,1.0,,,,,,1.0,1.0
113697,105302,2.0,,,,,1.0,1.0,1.0
113698,105303,1.0,,,,,,,
113699,105304,,,250,,,,,1.0
113700,105305,3.0,,,,,,,1.0
113701,105306,,,300,,,,,
113702,105307,,,55,,,,,
113703,105308,1.0,,,1.0,,1.0,,1.0
113704,105309,,,,1.0,,,,
113705,105310,,,,,,,,
113706,105311,,,842,1.0,,,,1.0
113707,105312,1.0,,,,,,1.0,1.0
113708,105313,,,,,,,,
113709,105314,,,28,,,,,
113710,105315,,,66,1.0,,,,1.0
113711,105316,,,100,1.0,,,,1.0
113712,105317,1.0,,,1.0,1.0,,,
113713,105318,,,,,,,1.0,1.0
113714,105319,1.0,,,1.0,,1.0,,1.0
113715,105320,,,,,,,1.0,1.0
113716,105321,,,65,1.0,,1.0,1.0,1.0
113717,105322,3.0,,70,,,,,
113718,105323,4.0,,,1.0,,,,1.0
113719,105324,,,,,,,,1.0
113720,105325,,,50,,,,,
113721,105326,,,,,,,1.0,1.0
113722,105327,,,,,,,1.0,1.0
113723,105328,,,,,,,1.0,1.0
113724,105329,3.0,,70,,,,,
113725,105330,1.0,,,,,,1.0,1.0
113726,105331,,,250,,,,1.0,1.0
113727,105332,1.0,,,1.0,1.0,,,
113728,105333,,,,,,,,1.0
113729,105334,,,,,,,1.0,1.0
113730,105335,,,56,,,,,
113731,105336,1.0,,,1.0,,1.0,,1.0
113732,105337,,,50,1.0,,,,1.0
113733,105338,,,,,,,,
113734,105339,,,,,,,,1.0
113735,105340,,,68,1.0,,,1.0,1.0
113736,105341,,,,1.0,,,,1.0
113737,105342,2.0,,,,,,,
113738,105343,,,,,,,,1.0
113739,105344,,,,1.0,,,1.0,1.0
113740,105345,1.0,,,1.0,1.0,,,
113741,105346,,,100,,,,,
113742,105347,1.0,,,1.0,,1.0,,1.0
113743,105348,,,45,,,,,
113744,105349,1.0,,,,,,1.0,1.0
113745,105350,2.0,,,,,,,
113746,105351,,,156,1.0,,,1.0,1.0
113747,105352,,,,,,,,
113748,105353,,,,1.0,,1.0,1.0,1.0
113749,105354,,,,1.0,,,1.0,1.0
113750,105355,,,,,,,1.0,1.0
113751,105356,1.0,,,1.0,1.0,1.0,,1.0
113752,105357,,,225,,,,,
113753,105358,,,,,,,1.0,1.0
113754,105359,,,74,,,,,
113756,105360,1.0,,,1.0,,1.0,,1.0
113757,105361,1.0,,,1.0,1.0,,,
113758,105362,1.0,,,1.0,1.0,1.0,,1.0
113759,105363,,,,,,,1.0,1.0
113760,105364,,,,,,,1.0,1.0
113761,105365,,,100,,,,,
113762,105366,6.0,,,1.0,,,,1.0
113763,105367,,,,1.0,,,1.0,1.0
113764,105368,,,,,,,,
113765,105369,,,,,,,,1.0
113766,105370,6.0,,,1.0,,,1.0,1.0
113767,105371,1.0,,,,,,1.0,1.0
113768,105372,4.0,,,,,,,1.0
113769,105373,,140.000,76,1.0,,,1.0,1.0
113770,105374,1.0,,,1.0,1.0,,,
113771,105375,,,64,1.0,,,1.0,1.0
113772,105376,,,,,,,1.0,1.0
113773,105377,2.0,,,,,,,1.0
113774,105378,,,80,1.0,,,,
113775,105379,6.0,,,1.0,,,1.0,1.0
113776,105380,,,,,,,,
113777,105381,1.0,,,,,,1.0,1.0
113778,105382,,,201,,,,,1.0
113779,105383,,,,,,,,
113780,105384,,,86,,,,,
113782,105385,,,,1.0,,1.0,1.0,1.0
113783,105386,2.0,,,1.0,,,,
113784,105387,,145.000,77,,,,,
113785,105388,1.0,,,1.0,1.0,,,
113786,105389,,64.500,38,1.0,1.0,1.0,,
113787,105390,,140000,,1.0,,,,1.0
113788,105391,,,,,,,,
113789,105392,,,,,,,,1.0
113790,105393,1.0,,,,,,,
113791,105394,2.0,,,1.0,,,,
113792,105395,,,,,,,1.0,1.0
113793,105396,,,,,,,1.0,1.0
113794,105397,1.0,,,1.0,1.0,,,
113795,105398,,,78,1.0,,,1.0,1.0
113796,105399,,,190,,,,1.0,1.0
113797,105400,,110.000,,,,,,
113798,105401,1.0,,,1.0,1.0,,,
113799,105402,5.0,,,,,,1.0,1.0
113800,105403,,,50,,,,,
113801,105404,,,,1.0,,,,1.0
113802,105405,,,,,,,,1.0
113803,105406,,,225,,,,,
113804,105407,,,,,,,,
113805,105408,,,,1.0,,,,
113806,105409,,,,,,,1.0,1.0
113807,105410,,,55,1.0,,,1.0,1.0
113808,105411,,,,,,,1.0,1.0
113809,105412,2.0,,,1.0,,1.0,,
113810,105413,,,,1.0,,,,
113811,105414,1.0,,50,,,,,
113812,105415,,,,1.0,,,,
113813,105416,,,180,,,,,1.0
113814,105417,1.0,,,1.0,1.0,,,1.0
113815,105418,,,,,,,,
113816,105419,,,395,,,,,1.0
113817,105420,,,53,,,,,
113818,105421,3.0,,,1.0,,1.0,,
113819,105422,2.0,,10,,,,,1.0
113820,105423,4.0,,120,,,,1.0,1.0
113821,105424,,,,,,,,1.0
113822,105425,1.0,,37,,,,,1.0
113823,105426,,,,,,1.0,,
113824,105427,,,200,1.0,1.0,,,1.0
113825,105428,4.0,,120,,,,1.0,1.0
113826,105429,,,110,,,,,
113827,105430,,,129,,,,,1.0
113828,105431,,,,1.0,,,,
113829,105432,,,,,,,,
113830,105433,,230000,,,,,1.0,1.0
113831,105434,,,,,,,,1.0
113832,105435,,,55,,,1.0,,
113833,105436,,150000,1500,1.0,,,,1.0
113834,105437,,,100,1.0,1.0,,,1.0
113835,105438,1.0,,20,,,,,1.0
113836,105439,,,,1.0,,,1.0,1.0
113837,105440,2.0,,,,,,,
113838,105441,,,190,1.0,,,1.0,1.0
113839,105442,,,270,,,,,
113840,105443,,,110,,,,1.0,1.0
113841,105444,,,,,,,1.0,1.0
113842,105445,,,129,,,,,1.0
113843,105446,,,,,,,1.0,1.0
113844,105447,1.0,,43,,,,,
113845,105448,2.0,,,,,,,
113846,105449,1.0,,35,1.0,,1.0,,
113847,105450,,,,,,,,
113848,105451,,,,1.0,,,,1.0
113849,105452,,,180,1.0,,,1.0,1.0
113850,105453,,,2061,,,,,1.0
113851,105454,,,,,,,,
113852,105455,,,171,,,,,
113853,105456,,,300,,,,,1.0
113854,105457,,,,,,,,
113855,105458,,,,,,,,1.0
113856,105459,,,148,,,,,
113857,105460,,,,,,,,1.0
113858,105461,,,,,,,1.0,1.0
113859,105462,,,160,,,,,
113860,105463,1.0,,,,,,,
113861,105464,,,,1.0,,,,
113862,105465,,,,,,,1.0,1.0
113863,105466,3.0,,90,,,,,1.0
113864,105467,,,,1.0,,,,
113865,105468,1.0,,,1.0,1.0,,,
113867,105469,,,,,,,1.0,1.0
113868,105470,,,,,,,1.0,1.0
113869,105471,1.0,,,,,,,
113870,105472,,,360,,,,1.0,1.0
113872,105473,,,,,,,1.0,1.0
113873,105474,,,,,,,,1.0
113874,105475,,,43,,,,,
113875,105476,,,76,,,,,1.0
113876,105477,,,,,,,,
113877,105478,3.0,,90,,,,,1.0
113878,105479,,,,,,,,1.0
113879,105480,,,,1.0,,,,
113880,105481,,,,,,,1.0,1.0
113881,105482,1.0,,35,1.0,,1.0,,
113882,105483,,,,,,,,1.0
113883,105484,,,,,,,,
113884,105485,,,,,,,,1.0
113885,105486,2.0,,,,,,,
113886,105487,3.0,,40,,,,,1.0
113887,105488,,,,,,,,1.0
113888,105489,,,,,,,,1.0
113889,105490,,,,,,,,1.0
113890,105491,,,,,,,1.0,1.0
113891,105492,,,53,,,,,
113892,105493,,,,,,,,
113893,105494,,,42,,,,1.0,1.0
113894,105495,,105000,,1.0,,,,
113895,105496,,,,,,,,1.0
113896,105497,,,,,,,,1.0
113897,105498,1.0,,,1.0,,,1.0,1.0
113898,105499,,,,,,,,1.0
113899,105500,,100.000,,,,,,
113900,105501,1.0,,,,,,1.0,1.0
113901,105502,,,,,,,1.0,1.0
113902,105503,,,,,,,,1.0
113903,105504,1.0,,13,1.0,,,1.0,1.0
113905,105505,,,,,,,1.0,1.0
113906,105506,3.0,,,1.0,1.0,,,1.0
113907,105507,,,35,,,,,
113908,105508,,,250,1.0,,,1.0,1.0
113909,105509,,,250,,,,1.0,1.0
113910,105510,3.0,77500,,,,,1.0,1.0
113911,105511,,,,,,,,
113912,105512,1.0,,,,,,1.0,1.0
113913,105513,,,,1.0,,,,1.0
113915,105514,,,,,,,1.0,1.0
113916,105515,,,1600,,,,1.0,1.0
113917,105516,,,,,,,,
113918,105517,,,,,,,,
113919,105518,,,,,,,1.0,1.0
113920,105519,,,,1.0,1.0,,1.0,1.0
113921,105520,,,,,,,1.0,1.0
113922,105521,,,250,,,,1.0,1.0
113923,105522,,,67,1.0,,,1.0,1.0
113924,105523,,,,,,,1.0,1.0
113925,105524,,,,1.0,,,1.0,1.0
113926,105525,,,,,,,1.0,1.0
113927,105526,,,,1.0,1.0,,1.0,1.0
113928,105527,,,,,,,,1.0
113929,105528,,,,,,,,
113930,105529,,,,1.0,1.0,,,1.0
113931,105530,,,,,,,,1.0
113932,105531,,,50,,,1.0,,1.0
113933,105532,,,,,,,,1.0
113934,105533,,,,,,,,
113935,105534,,,,,,,1.0,1.0
113936,105535,,,,1.0,,,,
113937,105536,,,,,,,1.0,1.0
113939,105537,5.0,130000,,,,,1.0,1.0
113940,105538,,,,1.0,,,1.0,1.0
113941,105539,,,14,,,1.0,,
113942,105540,,,88,1.0,,,1.0,1.0
113943,105541,,,,,,,,
113944,105542,,,,,,,1.0,1.0
113945,105543,,,,,,,,
113946,105544,,,900,,,,1.0,1.0
113947,105545,,,,,,,1.0,1.0
113948,105546,1.0,,60,,,,,1.0
113949,105547,,,,1.0,1.0,,1.0,1.0
113950,105548,,,,,,,,1.0
113951,105549,,,,1.0,1.0,,1.0,1.0
113952,105550,1.0,,,1.0,,1.0,,
113953,105551,,,,,,,1.0,1.0
113954,105552,,,,,,,,
113955,105553,,,,,,,,
113956,105554,,,,,,,1.0,1.0
113957,105555,,,,,,,,1.0
113958,105556,,,,,,,,1.0
113959,105557,,,,,,,,1.0
113960,105558,,,,1.0,,,1.0,1.0
113961,105559,,,,,,,,1.0
113962,105560,1.0,,,1.0,1.0,,,
113963,105561,,,,,,,,
113964,105562,4.0,,,,,,,1.0
113965,105563,,,18,1.0,,,,1.0
113966,105564,,,,,,,1.0,1.0
113967,105565,,,70,1.0,1.0,1.0,1.0,1.0
113968,105566,,,50,1.0,,,,
113969,105567,3.0,,,,,1.0,1.0,1.0
113970,105568,,,1170,,,,,
113971,105569,,,300,1.0,,1.0,,1.0
113972,105570,,,,,,,1.0,1.0
113973,105571,,,,,,,1.0,1.0
113974,105572,,,,,,,,
113975,105573,3.0,,,,,1.0,1.0,1.0
113976,105574,,,79,1.0,,1.0,,1.0
113977,105575,,,,,,,,
113978,105576,,,,,,,1.0,1.0
113979,105577,,,,,,,,
113980,105578,3.0,,,,,,,1.0
113981,105579,,,78,,,,,
113982,105580,,,,,,,1.0,1.0
113983,105581,,,,,,,,
113984,105582,,,1000,,,,,
113986,105583,3.0,,85,,,,1.0,1.0
113987,105584,,,600,,,,,
113988,105585,,,165,1.0,,,1.0,1.0
113989,105586,,,,,,,,
113991,105587,3.0,,85,,,,1.0,1.0
113992,105588,,,,,,,1.0,1.0
113993,105589,,,35,,,,,
113994,105590,,,250,,,,,1.0
113995,105591,,,,,,,,
113996,105592,,,142,,,,,
113997,105593,,,,1.0,1.0,,1.0,1.0
113998,105594,,,,1.0,,,1.0,1.0
113999,105595,,,600,,,,1.0,1.0
114000,105596,,,252,1.0,,,1.0,1.0
114001,105597,,,53,,,,,1.0
114002,105598,,,283,,,,,
114003,105599,,,,,,,,
114004,105600,,,41,1.0,,,,
114005,105601,,,,,,,,1.0
114006,105602,,,160,1.0,1.0,,1.0,1.0
114007,105603,,,160,,,,,1.0
114008,105604,,,,,,,,
114009,105605,,,,1.0,,,,1.0
114010,105606,,,,,,,,1.0
114011,105607,,,36,,,,1.0,1.0
114012,105608,,,,,,,1.0,1.0
114013,105609,,,,,,,,
114014,105610,2.0,,,,,,1.0,1.0
114015,105611,,,42,1.0,,,,
114016,105612,,,,,,,,
114017,105613,,,,,,,,
114018,105614,,,,,,,,1.0
114019,105615,,,,,,,,1.0
114020,105616,,,36,,,,1.0,1.0
114021,105617,,,172,,,,1.0,1.0
114022,105618,,,,,,,,
114023,105619,,,30,1.0,1.0,,,1.0
114024,105620,,,,,,,,
114025,105621,,,,,,,,1.0
114026,105622,,,,,,,1.0,1.0
114027,105623,,,,,,,,
114028,105624,,,77,1.0,,,,1.0
114029,105625,,,,1.0,,,1.0,1.0
114030,105626,,,,,,,1.0,1.0
114031,105627,,,,,,,,
114032,105628,,,36,,,,1.0,1.0
114033,105629,,,,,,,,1.0
114034,105630,,,,1.0,,,1.0,1.0
114035,105631,,,36,,,,1.0,1.0
114036,105632,3.0,80000,,,,,,1.0
114037,105633,,,,,,,,1.0
114038,105634,,,,,,,1.0,1.0
114039,105635,,75000,,1.0,,,,1.0
114040,105636,1.0,,,1.0,,,1.0,1.0
114041,105637,,,,1.0,1.0,,,1.0
114043,105638,,68000,,,,,1.0,1.0
114044,105639,,,78,,,,1.0,1.0
114045,105640,,,,,,,,
114046,105641,,,,,,,,
114047,105642,,,36,,,,1.0,1.0
114048,105643,,,42,1.0,,,,
114049,105644,,,,,,,1.0,1.0
114050,105645,,,,,,,,1.0
114051,105646,1.0,,,1.0,,,1.0,1.0
114052,105647,,,,,,,,1.0
114053,105648,,,,1.0,,,1.0,1.0
114054,105649,,,36,,,,1.0,1.0
114055,105650,,,,,,,1.0,1.0
114056,105651,,,,,,,1.0,1.0
114057,105652,,,75,,,,,1.0
114058,105653,,,,1.0,,,1.0,1.0
114059,105654,,,300,,,,1.0,1.0
114060,105655,,,,,,,,1.0
114061,105656,,,320,,,,,
114062,105657,3.0,,500,,,,1.0,1.0
114063,105658,,,36,,,,1.0,1.0
114064,105659,,,500,,,,1.0,1.0
114065,105660,,,67,,,,1.0,1.0
114066,105661,,,36,,,,1.0,1.0
114067,105662,,60000,,,,,1.0,1.0
114068,105663,,,54,,,,,
114069,105664,,,,,,,,1.0
114070,105665,,,,1.0,,,,1.0
114071,105666,,,,1.0,,,,
114072,105667,,,80,,,,,
114073,105668,,,,1.0,,,1.0,1.0
114074,105669,,,,,,,,
114075,105670,,,,1.0,,,,
114076,105671,,,171,1.0,,,,
114077,105672,,,,,,,,
114078,105673,,,80,1.0,,,1.0,1.0
114080,105674,,120000,,,,,1.0,1.0
114081,105675,,,40,,,,1.0,1.0
114082,105676,,,29,,,,,
114083,105677,,,,,,,1.0,1.0
114084,105678,,,,,,,,
114085,105679,,,145,,,,,1.0
114086,105680,,,,,,,1.0,1.0
114087,105681,,,,,,,,
114088,105682,,,78,1.0,,1.0,1.0,1.0
114089,105683,,,,1.0,,,1.0,1.0
114090,105684,,,40,,,,1.0,1.0
114091,105685,,,,,,,,
114092,105686,,,41,1.0,,,1.0,1.0
114094,105687,,,646,1.0,,,,1.0
114095,105688,,95000,,,,,,1.0
114096,105689,1.0,,,1.0,,,,1.0
114097,105690,,,,,,,1.0,1.0
114098,105691,,,,1.0,,,1.0,1.0
114099,105692,,,136,1.0,1.0,,1.0,1.0
114100,105693,,,,,,,1.0,1.0
114101,105694,,,40,,,,1.0,1.0
114102,105695,,,93,,,,,
114103,105696,,,106,,,,,1.0
114104,105697,,,,1.0,,,1.0,1.0
114105,105698,,,50,,,,,
114106,105699,,,620,,,,,1.0
114107,105700,,,40,,,,1.0,1.0
114108,105701,,,000,,,,,1.0
114109,105702,,,,,,,1.0,1.0
114110,105703,,,,1.0,,,,1.0
114111,105704,,,,1.0,1.0,,,
114112,105705,,,,,,,,1.0
114113,105706,,,107,,,,,
114115,105707,,,,,,,,1.0
114116,105708,,,20,1.0,,1.0,,
114117,105709,,170.000,,,,,,1.0
114118,105710,,,137,,,,,1.0
114119,105711,3.0,,,,,,1.0,1.0
114120,105712,,,40,,,,1.0,1.0
114121,105713,,,,,,,1.0,1.0
114122,105714,,,47600,,,,,1.0
114123,105715,,,1050,1.0,,,1.0,1.0
114124,105716,,,,,,,,
114125,105717,,,40,,,,1.0,1.0
114126,105718,,,89,,,,,
114127,105719,,,57,1.0,,,1.0,1.0
114128,105720,,,,,,1.0,,
114129,105721,,,74,1.0,1.0,,,
114130,105722,,,,,,,1.0,1.0
114131,105723,,,,,,,1.0,1.0
114132,105724,2.0,,,,,,1.0,1.0
114133,105725,,,49,1.0,1.0,,,
114134,105726,,,,,,,,
114135,105727,4.0,,,,,,1.0,1.0
114136,105728,,,40,,,,1.0,1.0
114137,105729,,,,,,,,
114138,105730,,,76,,,,,
114139,105731,,,,,,,1.0,1.0
114140,105732,2.0,,,,,,1.0,1.0
114141,105733,,,160,1.0,,,,1.0
114142,105734,,130000,20,,,,1.0,1.0
114143,105735,,,,1.0,,,,1.0
114144,105736,,,40,,,,1.0,1.0
114145,105737,,,,,,,1.0,1.0
114146,105738,,10.000,,,,,1.0,1.0
114147,105739,,,120,,,,,1.0
114148,105740,,,74,,,,,
114149,105741,1.0,,,,,,1.0,1.0
114150,105742,2.0,,,,,,1.0,1.0
114151,105743,,,,,,,1.0,1.0
114152,105744,,,405,,,,,1.0
114153,105745,,,,,,,,
114154,105746,,,,,,,,
114155,105747,,,75,,,,1.0,1.0
114157,105748,,210000,,,,,1.0,1.0
114158,105749,3.0,95000,,1.0,,,,1.0
114159,105750,,,59,1.0,,1.0,,1.0
114160,105751,2.0,,,1.0,,,,1.0
114161,105752,,,,,,,,
114162,105753,,,,,,,,1.0
114163,105754,,,75,,,,1.0,1.0
114164,105755,,,64,,,,,
114165,105756,,,1050,1.0,,,,1.0
114166,105757,,1.000.000,,,,,,
114167,105758,,,35,1.0,,,,1.0
114168,105759,,,,,,,1.0,1.0
114169,105760,3.0,,,,,,1.0,1.0
114170,105761,,,,,,,,
114171,105762,,,,,,,1.0,1.0
114172,105763,1.0,,,,,,,
114173,105764,2.0,,,,,,1.0,1.0
114174,105765,,,,,,,1.0,1.0
114175,105766,,,75,,,,1.0,1.0
114176,105767,,,50,,,,,1.0
114177,105768,,,,,,,1.0,1.0
114178,105769,,,400,1.0,,,,1.0
114179,105770,2.0,,,1.0,,,1.0,1.0
114180,105771,3.0,,,,,,1.0,1.0
114181,105772,,,52,,,,,
114182,105773,,,171,1.0,,,,
114183,105774,,,75,,,,1.0,1.0
114184,105775,,,,,,,,1.0
114185,105776,,,380,,,,,1.0
114186,105777,,,000,,,,,1.0
114187,105778,,,,,,,1.0,1.0
114188,105779,4.0,,,,,,1.0,1.0
114189,105780,,,,,,1.0,,
114190,105781,,,65,,,,,
114191,105782,,,,,,,,1.0
114192,105783,,,,,,,1.0,1.0
114193,105784,,,,,,,,
114194,105785,,,64,,,,,
114195,105786,,,70,,,,,
114196,105787,,,,,,,1.0,1.0
114197,105788,,,,,,,,1.0
114198,105789,2.0,,,,,,1.0,1.0
114199,105790,1.0,,30,,,,,
114200,105791,,,64,,,,,
114201,105792,1.0,,,,,,1.0,1.0
114202,105793,,,65,1.0,,,,
114203,105794,,,,,,,1.0,1.0
114204,105795,,,,,,,1.0,1.0
114205,105796,,1.000.000,,,,,,
114206,105797,,,,,,,1.0,1.0
114207,105798,,,,,,,1.0,1.0
114208,105799,,,,1.0,,,,1.0
114209,105800,,,,,,,1.0,1.0
114210,105801,,,,,,,1.0,1.0
114211,105802,,,,,,,1.0,1.0
114212,105803,4.0,,,,,,1.0,1.0
114213,105804,,,51,,,,,
114214,105805,4.0,,100,,,1.0,1.0,1.0
114215,105806,,,91,1.0,,,1.0,1.0
114216,105807,,1.000.000,,,,,,
114217,105808,,,,1.0,,,1.0,1.0
114219,105809,4.0,125.000,,,,,1.0,1.0
114220,105810,,,,,,1.0,,
114221,105811,2.0,,,,,,1.0,1.0
114222,105812,,,49,,,,,
114223,105813,1.0,,,,,,1.0,1.0
114224,105814,1.0,,,1.0,,,,
114225,105815,,,78,,,,1.0,1.0
114227,105816,4.0,125.000,,,,,1.0,1.0
114228,105817,,,,,,1.0,,
114229,105818,,,,1.0,,,,1.0
114230,105819,,,72,,,,1.0,1.0
114231,105820,,,,,,,1.0,1.0
114232,105821,,,,,,,,
114233,105822,1.0,,,,,,1.0,1.0
114234,105823,,115.000,62,,,,,
114235,105824,,,1075,,,,,
114236,105825,,,51,,,,,
114237,105826,,,42,1.0,,,,
114239,105827,2.0,,,,,,1.0,1.0
114240,105828,,,105,1.0,,,1.0,1.0
114241,105829,2.0,,,,,,1.0,1.0
114242,105830,1.0,,,,,,1.0,1.0
114243,105831,,,100,,,,,1.0
114244,105832,,,120,1.0,,,,1.0
114245,105833,,,,,,,1.0,1.0
114246,105834,,,134,,,1.0,,
114248,105835,2.0,,,,,,1.0,1.0
114249,105836,,,,,,,1.0,1.0
114250,105837,,130000,,1.0,,,1.0,1.0
114251,105838,3.0,,,,,,1.0,1.0
114252,105839,,,66,,,,,
114253,105840,2.0,,,1.0,1.0,,1.0,1.0
114254,105841,,,,,,,,
114255,105842,,,,,,,1.0,1.0
114256,105843,,,110,,,,1.0,1.0
114257,105844,,,000,1.0,,,1.0,1.0
114258,105845,2.0,,800,,,,,
114259,105846,,,102,,,,,1.0
114260,105847,,,,,,,,1.0
114261,105848,1.0,,,,,,1.0,1.0
114262,105849,,,51,,,,,
114263,105850,3.0,,,,,,1.0,1.0
114264,105851,,,,1.0,,,1.0,1.0
114265,105852,,,,,,1.0,,
114266,105853,,,,,,,1.0,1.0
114267,105854,,,45,,,1.0,,1.0
114268,105855,4.0,,140,,,,1.0,1.0
114269,105856,1.0,,,,,,1.0,1.0
114270,105857,,,,,,,,
114271,105858,,,,,,,1.0,1.0
114272,105859,,,49,,,,,
114273,105860,,,,1.0,,,1.0,1.0
114274,105861,3.0,,,,,,1.0,1.0
114276,105862,,,30,1.0,,1.0,1.0,1.0
114277,105863,,,,,,1.0,1.0,1.0
114278,105864,,,,,,,,
114279,105865,3.0,70000,,1.0,,,,
114280,105866,,,,,,,,
114281,105867,2.0,,,,,,1.0,1.0
114282,105868,3.0,55000,,1.0,1.0,,1.0,1.0
114283,105869,,135.000,169,,,,,
114284,105870,,,34,,,1.0,1.0,1.0
114285,105871,,,,,,,1.0,1.0
114286,105872,,,,,,,1.0,1.0
114288,105873,,,,,,,1.0,1.0
114289,105874,3.0,,,,,,1.0,1.0
114290,105875,,,66,,,,,
114291,105876,,,,,,,,1.0
114292,105877,1.0,,49,,,,,1.0
114293,105878,,,,,,,1.0,1.0
114294,105879,3.0,120000,81,1.0,,1.0,,1.0
114295,105880,,,60,,,1.0,1.0,1.0
114296,105881,,,,1.0,,,,1.0
114297,105882,,,,,,,1.0,1.0
114298,105883,,,,1.0,,1.0,1.0,1.0
